id,summary
id117hr1491,"<p><b>Fair Debt Collection Practices for Servicemembers Act </b></p> <p>This bill prohibits a debt collector from representing to service members that failure to cooperate with a debt collector will result in a reduction of rank, a revocation of security clearance, or military prosecution. The Government Accountability Office must report on the impact of this prohibition on the timely delivery of information to service members, military readiness, and national security.</p>"
id117hr1565,"<p><b>National Senior Investor Initiative Act of 2021 or the Senior Security Act of 2021</b></p> <p>This bill establishes the Senior Investor Taskforce within the Securities and Exchange Commission. The taskforce must report on topics relating to investors over the age of 65, including industry trends and serious issues impacting such investors, and make recommendations for legislative or regulatory actions to address problems encountered by senior investors. </p> <p>The Government Accountability Office must report on the financial exploitation of senior citizens. </p>"
id117hr526,<p><b>Ensuring Coverage in Public Health Emergencies Act of 2021</b></p> <p>This bill requires private health insurance plans to provide a 30-day special enrollment period for eligible individuals after a public health emergency is declared. An employee who is eligible but not enrolled may enroll in an employer-provided group health plan during the special enrollment period.</p>
id117hr400,"<p><b>Civics Learning Act of 2021</b></p> <p>This bill expands the use of American History and Civics Education&#8212;National Activities grants to prioritize innovative civics learning and teaching.</p> <p>Specifically, the bill expands the allowable uses of these grants to include before-, during-, and after-school activities and extracurricular activities; activities that include service learning and community service projects that are linked to school curriculum; activities that encourage and support student participation in school governance; and online and video game-based learning.</p> <p>Further, the Department of Education must ensure that specified percentages of grant funds are awarded on a diverse basis to eligible entities (e.g., institutions of higher education) that serve students and teachers at elementary schools, middle schools, and high schools.</p>"
id117hr842,"<p><strong>Protecting the Right to Organize Act of 20</strong><b>21</b></p> <p>This bill expands various labor protections related to employees' rights to organize and collectively bargain in the workplace.</p> <p>Among other things, it (1) revises the definitions of <i>employee</i>, <i>supervisor</i>, and<i> employer</i> to broaden the scope of individuals covered by the fair labor standards; (2) permits labor organizations to encourage participation of union members in strikes initiated by employees represented by a different labor organization (i.e., secondary strikes); and (3) prohibits employers from bringing claims against unions that conduct such secondary strikes.</p> <p>The bill also allows collective bargaining agreements to require all employees represented by the bargaining unit to contribute fees to the labor organization for the cost of such representation, notwithstanding a state law to the contrary; and expands unfair labor practices to include prohibitions against replacement of, or discrimination against, workers who participate in strikes.</p> <p>The bill makes it an unfair labor practice to require or coerce employees to attend employer meetings designed to discourage union membership and prohibits employers from entering into agreements with employees under which employees waive the right to pursue or a join collective or class-action litigation.</p> <p>The bill further prohibits employers from taking adverse actions against an employee, including employees with management responsibilities, in response to that employee participating in protected activities related to the enforcement of the prohibitions against unfair labor practices (i.e., whistleblower protections). Such protected activities include</p> <ul> <li>providing information about a potential violation to an enforcement agency,</li> <li>participating in an enforcement proceeding,</li> <li>initiating a proceeding concerning an alleged violation or assisting in such a proceeding, or</li> <li>refusing to participate in an activity the employee reasonably believes is a violation of labor laws. </ul> <p>Finally, the bill addresses the procedures for union representation elections, provides employees with the ability to vote in such elections remotely by telephone or the internet, modifies the protections against unfair labor practices that result in serious economic harm, and establishes penalties and permits injunctive relief against entities that fail to comply with National Labor Relations Board orders. </p> <p>"
id117hr1482,"<p><b>504 Credit Risk Management Improvement Act of 2021</b></p> <p>This bill revises the duties of the Office of Credit Risk Management to include oversight of a certified development company (CDC) that participates in the 504 Loan Program of the Small Business Administration (SBA), and it requires the SBA to issue rules related to certain environmental requirements. The 504 Loan Program provides a small business with SBA financing&#8212;through a CDC intermediary&#8212;for expansion or modernization.</p> <p>Specifically, the bill requires the office to oversee any CDC that participates in the program and to conduct file reviews with respect to loan closings under the program. Further, the bill authorizes the office to take formal and informal enforcement actions against a CDC for specified violations and to charge each CDC a fee.</p> <p>The SBA must issue rules to clarify the procedures necessary for an eligible CDC to comply with certain environmental requirements. </p>"
id117hr613,<p><b>Securing Access to Lower Taxes by ensuring Deductibility Act or the SALT Deductibility Act</b></p> <p>This bill repeals the temporary restrictions in taxable years 2018 through 2025 on the deductibility of state and local taxes.</p>
id117hr1528,<p><b>Promoting Transparent Standards for Corporate Insiders Act </b></p> <p>This bill directs the Securities and Exchange Commission (SEC) to study and report on possible revisions to limit the ability of issuers of securities and issuer insiders to adopt Rule 10b5-1 trading plans. These plans allow certain employees of publicly traded corporations to sell their shares without violating insider trading prohibitions. The SEC must revise regulations consistent with the results of the study. </p>
id117hr176,"<p><b>Restricting the Use of Solitary Confinement Act</b></p> <p>This bill imposes restrictions on the use of solitary confinement for inmates in federal custody.</p> <p>Among the restrictions, the bill prohibits placement in solitary confinement for nondisciplinary reasons; it limits the duration of such placement; and it provides an administrative review process for inmates to contest such placement.</p>"
id117hr1502,"<p><b>Microloan Improvement Act of 2021</b></p> <p>This bill revises the microloan program through which the Small Business Administration (SBA) provides, through designated intermediaries, certain financial assistance to small businesses.</p> <p>Specifically, the bill authorizes an intermediary to offer a line of credit to a small business, and it increases the average amount for loans from an intermediary to participating small businesses that makes the intermediary eligible for a reduced interest rate on SBA loans. The bill also places limits on the repayment term for a microloan, and it prohibits the SBA from imposing any additional limitation on the term for repayment of a microloan.</p> <p>Further, the SBA must (1) reserve 15% of new loan funds that are made available for disbursement as microloans to designated underutilized states and make the remaining 85% available for any state, (2) establish a process for an intermediary to provide the major credit reporting agencies with information about a borrower that is relevant to credit reporting, and (3) include information regarding equitable distribution of loan funds in its annual report.</p>"
id117hr453,"<p><b>Help Ensure Legal Detainers Act or the HELD Act</b></p> <p>This bill prohibits the use of federal funds by a state or local subdivision that has in effect a law, policy, or procedure that prevents or impedes (1) a timely response to a request by the Department of Homeland Security for information about an alien in custody, including the alien's estimated release date; or (2) compliance with a detainer request.</p>"
id117hr582,"<p>This bill authorizes the use of the Capitol rotunda on February 3, 2021, for a memorial service honoring Officer Brian Sicknick of the U.S. Capitol Police.</p> <p>The memorial service shall include Officer Sicknick's lying in honor in the rotunda, and the Architect of the Capitol shall place a plaque in honor of Officer Sicknick near the Capitol steps. The Sergeant at Arms of the House of Representatives and the Sergeant at Arms and Doorkeeper of the Senate must make arrangements for funeral services in the Capitol for Officer Sicknick, including payments for travel expenses of immediate family members and the attendance of Members of Congress.</p> <p>The bill also requires that any funds received by the Capitol Police Board in response to the attack on the U.S. Capitol on January 6, 2021, be deposited into the United States Capitol Police Memorial Fund.</p>"
id117hr862,"<p><b>Climate Action Planning for Ports Act of 2021</b></p> <p>This bill authorizes the Environmental Protection Agency to award grants for developing climate action plans to reduce greenhouse gas emissions or other air pollutants at ports or port facilities or implementing plans to reduce greenhouse gas emissions at one or more ports or port facilities. Climate action plans must demonstrate that the measures proposed to be implemented through the grants will do at least two of the following:</p> <ul> <li>improve energy efficiency at ports or port facilities,</li> <li>deploy technology or processes that reduce idling of vehicles at ports or port facilities, or </li> <li>reduce the direct emissions of greenhouse gases and other air pollutants with a goal of achieving zero emissions.</li> </ul>"
id117hr932,"<p>This bill directs the Forest Service to report on, with respect to each National Forest</p> <ul> <li> the amount of volunteer hours served,</li> <li> the deferred maintenance backlog,</li> <li> whether volunteers could carry out any projects under the deferred maintenance backlog, and </li> <li> any barriers to increasing volunteer participation.</li> </ul>"
id117hr956,<p><b>National Aviation Heritage Area Reauthorization Act</b></p> <p>This bill reauthorizes through FY2036 assistance from the National Park Service&nbsp;for the National Aviation Heritage Area in Ohio. </p>
id117hr920,"<p><b>Brown v. Board of Education National Historic Site Expansion Act</b></p> <p>This bill expands the Brown v. Board of Education National Historic Site currently located in Topeka, Kansas, to include additional sites in Clarendon County, South Carolina, and establishes as affiliated areas specified sites in Farmville, Virginia; Wilmington and Hockessin, Delaware; and the District of Columbia.</p> </p>"
id117hr988,<p><b>Recreational Lands Self-Defense Act of </b><b>2021</b></p> <p> This bill requires the U.S. Army Corps of Engineers (USACE) to allow an individual to possess a firearm at a USACE water resources development project as long as the individual's possession of the firearm is in compliance with federal and state law.</p>
id117hr973,"<p><b>Central Coast Heritage Protection Act</b> </p> <p>This bill designates specified land within the Bakersfield Field Office of the Bureau of Land Management and in the Los Padres National Forest in California as components of the National Wilderness Preservation System.</p> <p>The bill designates certain land in the Los Padres National Forest as</p> <ul> <li> the Machesna Mountain Potential Wilderness Area, to be incorporated into the Machesna Mountain Wilderness Area;</li> <li> the Fox Mountain Potential Wilderness Area, to be incorporated into the San Rafael Wilderness;</li> <li> the Condor Ridge Scenic Area; </li> <li>the Black Mountain Scenic Area; and</li> <li> the Condor National Scenic Trail. </li> </ul> <p>The bill also designates specified segments of the Indian, Mono, Matilija, Sespe, and Piru Creeks and Sisquoc River in California as components of the National Wild and Scenic Rivers System and requires studies of new trails for recreation opportunities in California.</p> <p>Indian tribes shall be assured access to the wilderness areas, scenic areas, and potential wilderness areas designated by this bill for traditional cultural and religious purposes. </p>"
id117hr134,"<p><strong>Coretta Scott King Mid-Decade Redistricting Prohibition Act of 2021</strong></p> <p> This bill prohibits a state where the congressional districts have been redistricted after a decennial census from carrying out another redistricting until after the next apportionment of Representatives following a decennial census, unless a court requires the state to conduct a subsequent redistricting to comply with the Constitution or enforce the Voting Rights Act of 1965. </p> <p>The bill is applicable to any congressional redistricting which occurs after the regular decennial census conducted during 2020. </p>"
id117hr914,"<p><b>Dental Care for Veterans Act</b></p> <p>This bill expands eligibility for veterans for dental care provided by the Department of Veterans Affairs (VA). Specifically, the bill makes all veterans who are enrolled in the VA health care system eligible for VA-provided dental services. Currently, only veterans who have a service-connected dental issue or meet other narrow criteria are eligible for certain dental services.</p> <p>The bill phases in eligibility over four years based upon existing eligibility, degree of service-connected disability or other disability, prisoner of war status, award of a Purple Heart, financial need, or VA health care eligibility.</p>"
id117hr1395,"<p><b>Housing Financial Literacy Act of 2021</b></p> <p>This bill&nbsp;modifies the&nbsp;discount&nbsp;given by&nbsp;the Federal Housing Administration (FHA) on single-family mortgage-insurance premium payments for first-time homebuyers who complete a financial-management counseling program. Under current law, the maximum premium amount for such homebuyers is 2.75% of the original insured principal obligation of the mortgage (compared to 3% for other homebuyers). The bill instead&nbsp;requires that the premium amount for such homebuyers be 25 basis points (0.25% of the original insured principal obligation of mortgage) lower than the amount otherwise established by the FHA. The bill also specifies that first-time homebuyers must complete the financial-management counseling program prior to applying for a mortgage or entering into a sales agreement.</p>"
id117hr939,"<p><b>Combustion Avoidance along Rural Roads Act or the CARR Act</b></p> <p>This bill exempts wildfire mitigation activities conducted within 300 feet of a road from all laws governing environmental review of proposed agency actions or protection of endangered or threatened species. Mitigation activities are those that are conducted by Department of the Interior or the Department of Agriculture on federal land that is administered by the National Park System, the Bureau of Land Management, or the Forest Service. Mitigation activities include forest thinning, hazardous fuel reduction, prescribed burning, and vegetation management. </p>"
id117hr819,"<p><b>Stop Corrupt Iranian Oligarchs and Entities Act</b></p> <p>This bill directs the Department of the Treasury to report to Congress on Iranian individuals and parastatal groups&nbsp;that have&nbsp;close relationships with the Iranian government, including information regarding (1) their known sources of income, (2) their indices of corruption, (3) their involvement in key U.S. economic sectors, (4) the structures and ownership of the parastatal groups, and (5) the potential effects of imposing sanctions on these entities and individuals.<br /></p>"
id117hr839,"<p><b>Jamal Khashoggi Press Freedom Accountability Act of 2021</b></p> <p>This bill establishes measures to protect the human rights of journalists.</p> <p>Specifically, the bill (1) expands the scope of required reports related to violations of the human rights of journalists, (2) requires the President to impose certain property- and visa-blocking sanctions on persons responsible for gross violations of the human rights of journalists, and (3) prohibits certain foreign assistance to a governmental entity of a country if an official acting under authority of the entity has committed a gross violation of human rights against a journalist.</p>"
id117hr331,"<p><b>Nurses Certification And Recognition of Experience Act of 2021 or the Nurses CARE Act of </b><b>2021</b></p> <p>This bill expands qualifying training and competency requirements for nurse aides in Medicare skilled nursing facilities (SNFs) and Medicaid nursing facilities (NFs) for nurse aides who initially train and work during the public health emergency relating to COVID-19 (i.e., coronavirus disease 2019).</p> <p>Currently, SNFs and NFs may not hire nurse aides for longer than four months unless they meet certain training and certification requirements. The Centers for Medicare &amp; Medicaid Services has waived some of these requirements during the emergency period so as to allow facilities to maintain adequate staffing levels.</p> <p>The bill allows individuals who complete a training program, competency assessment, and at least 80 hours of supervised work experience as a temporary nurse aide during the emergency period, and who meet other specified competency requirements, to qualify for prolonged work as nurse aides in SNFs and NFs beyond the emergency period. </p>"
id117hr930,"<p><b>Saving America&rsquo;s Endangered Species Act or the SAVES Act</b></p> <p>This bill limits the protection of endangered and threatened species to species that are native to the United States, thus removing protection given to nonnative species in the United States that are listed as threatened or endangered. </p>"
id117hr875,"<p><b>United Nations Voting Accountability Act of 2021</b></p> <p>This bill prohibits giving assistance, such as various types of economic support or military training, to countries that opposed U.S. positions on more than 50% of the recorded votes in the most recent United Nations session. </p> <p>A country may be exempted if there has been a fundamental change in the country's leadership and policies and the Department of State determines that the country will no longer oppose the U.S. position. The President may also exempt a country for U.S. national security interests.</p>"
id117hr80,"<p><strong>John Tanner Fairness and Independence in Redistricting Act</strong></p> <p>This bill establishes requirements regarding congressional redistricting, including that redistricting plans must be developed by an independent redistricting commission.</p> <p>A state that has been redistricted after an apportionment of Representatives may not be redistricted again until after the next apportionment, unless the state is ordered by a court to conduct a subsequent redistricting in order to comply with the Constitution or enforce the Voting Rights Act of 1965.</p> <p>Each state must establish an independent redistricting commission to develop redistricting plans that meet specified criteria. If such a plan is not enacted into law, a state's highest court may select a plan developed by the state's commission. If the state court does not select a plan, a U.S. district court must develop a plan.</p> <p>The Election Assistance Commission must make payments to states to carry out redistricting.</p>"
id117hr972,"<p><b>Wildlife Refuge Conservation and Recreation for the Community Act</b></p> <p>This bill directs the Fish and Wildlife Service (FWS) to establish as a national wildlife refuge the lands, waters, and interests therein acquired pursuant to this bill, to be known as the Western Riverside County National Wildlife Refuge.</p> <p>The FWS shall publish notice of the establishment of the wildlife refuge in the Federal Register.</p> <p>The FWS shall establish the acquisition boundaries of the wildlife refuge as the lands and waters within the Western Riverside County Multiple Species Habitat Conservation Plan Area.</p>"
id117hr922,"<p><strong>Crimea Annexation Non-Recognition Ac</strong>t </p> <p>This bill prohibits any federal agency from taking any action or extending any assistance that recognizes or implies recognition of Russia's sovereignty over Crimea, its airspace, or its territorial waters.</p>"
id117hr793,"<p><b>Real Economic Support That Acknowledges Unique Restaurant Assistance Needed To Survive Act of 2021 or the RESTAURANTS Act of 2021</b></p> <p>This bill temporarily establishes and provides funding for the Restaurant Revitalization Fund, from which the Department of the Treasury shall make grants to eligible food and beverage purveyors to cover specified costs such as payroll, operational expenses, and paid sick leave.</p> <p>For the grant program's initial period, Treasury must (1) prioritize awarding grants to marginalized and underrepresented communities, and (2) only award grants to eligible food and beverage purveyors with annual revenues of less than $1.5 million in 2019. For tax purposes, grant amounts are excluded from the recipient's gross income.</p> <p>An entity that received a loan under the Paycheck Protection Program established to support small businesses in response to COVID-19 (i.e., coronavirus disease 2019) may not apply for or use a restaurant revitalization grant for the same expenses for which the entity received the paycheck protection loan. Further, a grant applicant may request an additional amount to cover the cost of providing 10 days of paid sick leave to its employees.</p> <p>Treasury must report a list of grant recipients with the amount each recipient received, as well as demographics and other specified information.</p>"
id117hr809,"<p><b>Loan Interest Forgiveness for Taxpayers Under a Pandemic Act of 2021 or the LIFT UP Act of 2021</b></p> <p>This bill extends the six-month period during which the Small Business Administration (SBA) must subsidize payments on certain loans made in response to COVID-19 (i.e., coronavirus disease 2019) for those who have previously received SBA disaster assistance for non-COVID emergencies.</p>"
id117hr967,"<p><b>Federal Skills Act</b></p> <p>This bill provides statutory authority for the executive order titled <i>Modernizing and Reforming the Assessment and Hiring of Federal Job Candidates</i>, which was issued on June 26, 2020. The order generally prescribes certain limits as to the consideration and use of post-high school educational requirements for positions in the competitive service.</p> <p>Among other things, the order specifies that an executive agency may only institute a minimum educational requirement for a position in the competitive service if it is legally required for the position, and may only consider a candidate's education with respect to other minimum requirements if it directly reflects the competencies necessary for the position.</p> <p>The order requires the Office of Personnel Management to review and revise the classification and qualification standards for positions in the competitive service so as to comply with these requirements. The order also requires changes to be made public, and to take effect, within 120 days and 180 days of the date of the order, respectively. (The bill requires a similar timeline with respect to the date of enactment of the bill.)</p>"
id117hr982,"<p><strong>Seniors Fraud Prevention Act of</strong> <strong>20</strong><b>21</b></p> <p>This bill directs the Federal Trade Commission (FTC) to establish an office within the Bureau of Consumer Protection to advise the FTC on preventing fraud targeting seniors and to assist the FTC in monitoring the market for mail, television, internet, telemarketing, and recorded message telephone call (robocall) fraud targeting seniors.</p> <p>The office must (1) disseminate to seniors and their families and caregivers information about the most common fraud schemes, including methods of reporting complaints either to the FTC's national toll-free telephone number or to the FTC's Consumer Sentinel Network, where complaints become immediately available to the Federal Bureau of Investigation, state attorneys general, and other appropriate law enforcement agencies; (2) provide, in response to a specific request about a particular entity or individual, publicly available information regarding the FTC's enforcement action; and (3) maintain a website as a resource for information on fraud targeting seniors. </p>"
id117hr906,"<p>This bill prohibits the Federal Aviation Administration from setting a requirement that air carriers and foreign air carriers must require a passenger to test negative for COVID-19 (i.e., coronavirus disease 2019) to travel domestically on such carriers.</p>"
id117hr750,"<p><b>Luke and Alex School Safety Act of 2021</b></p> <p>This bill requires the Department of Homeland Security (DHS) to establish a Federal Clearinghouse on School Safety Best Practices for use by state and local educational and law-enforcement agencies, institutions of higher education, health professionals, and the public.</p> <p>The bill requires DHS to collect clearinghouse data analytics, user feedback on the implementation of best practices and recommendations identified by the clearinghouse, and any evaluations conducted on these best practices and recommendations. In addition, DHS must coordinate with the Departments of Education, Health and Human Services, and Justice to assess and identify best practices and recommendations and establish an advisory board to provide feedback and propose additional recommendations. </p> <p>Further, the bill specifies the criteria for best practices and recommendations of the clearinghouse, including evidence that the best practice or recommendation has had a significant effect on improving the health, safety, and welfare of individuals in school settings. </p> <p>Finally, the bill provides for grant program review. </p>"
id117hr553,"<p><b>Aviation Manufacturing Jobs Protection Act of 202</b><b>1</b><br> <br> This bill makes available payroll assistance to eligible aviation employers impacted by the COVID-19 (i.e., coronavirus disease 2019) public health emergency. Specifically, aviation employers demonstrating at least a 15% decline in revenues and economic conditions that justify assistance may enter an agreement with the Secretary of the Treasury to receive up to 50% of the amount of total compensation for the 25% of its workforces most at risk of permanent reduction or furlough, excluding senior executive and highly-compensated employees.<br> <br> Assistance under this program is available through April 30, 2023, and Treasury must establish an application process and minimum eligibility requirements for participation in the program not later than 10 days after the enactment of this bill.</p>"
id117hr958,"<p><b>Protecting Moms Who Served Act</b></p> <p>This bill requires the Department of Veterans Affairs (VA) to implement the maternity care coordination program. The VA must provide community maternity care providers (i.e., non-VA maternity care providers) with training and support with respect to the unique needs of pregnant and postpartum veterans, particularly regarding mental and behavioral health conditions in relation to the service of the veterans in the Armed Forces.</p> <p>Additionally, the Government Accountability Office must report on maternal mortality and severe maternal morbidity among pregnant and postpartum veterans, with a focus on racial and ethnic disparities in maternal health outcomes for veterans.</p>"
id117hr985,"<p><b>Well-Informed, Scientific, and Efficient Government Act of 2021 or the WISE Government Act</b></p> <p>This bill prohibits an agency from entering into a contract for a journal subscription that prohibits disclosure of the cost of the subscription to another agency or the Library of Congress.</p> <p>Each agency library must make policies and procedures for employee access to library subscriptions easily and clearly available to the agency's employees, including regional employees, through the intranet.</p> <p>The General Services Administration shall submit to Congress and each agency library a report on increasing agency library access to serials.</p>"
id117hr773,"<p><b>Medical Debt Relief Act of 2021 </b></p> <p>This bill modifies requirements related to the reporting of medical debt. Specifically, a consumer reporting agency is prohibited from adding medical debt information to a consumer credit report if the debt </p> <ul> <li>was fully paid or settled, or </li> <li>is less than a year old. </li> </ul> <p>Additionally, a debt collector must notify the consumer prior to reporting medical debt to a consumer reporting agency. </p>"
id117hr923,"<p><b>Georgia Support Act</b> </p> <p>This bill requires sanctions and reports related to Georgia. </p> <p>The President shall impose entry and property-blocking sanctions against foreign persons responsible for or complicit in serious human rights abuses in the Georgian regions of Abkhazia and Tskhinvali Region/South Ossetia that are occupied by Russia. The President shall also report to Congress every 180 days on such foreign persons.</p> <p> The Department of State shall report to Congress on various topics related to Georgia. The reports shall cover (1) U.S. security assistance to Georgia and an assessment of threats to the country's independence and its ability to defend itself, (2) cybersecurity cooperation between the United States and Georgia, and (3) a strategy to help Georgia expand its capabilities to combat Russian disinformation and propaganda. </p>"
id117hr630,"<p><b>Polar Bear Conservation and Fairness Act</b></p> <p>This bill directs the Department of the Interior to issue a permit for the importation of a polar bear part (other than an internal organ) from a bear taken in a sport hunt in Canada to any permit applicant who has submitted proof that the polar bear was (1) legally harvested by the applicant before the May 15, 2008, listing of the polar bear as threatened, and (2) harvested from an approved polar bear population. Interior must issue these permits without regard to limits on importing marine mammals with depleted populations.</p>"
id117hr595,"<p><b>COVID-19 Justice and Accountability Act</b></p> <p>This bill provides a cause of action for harm suffered as a result of a violation of certain federal laws relating to COVID-19 (i.e., coronavirus disease 2019) and suspends certain predispute arbitration agreements and joint-action waivers during the COVID-19 public health emergency.</p> <p>Specifically, individuals may bring a cause of action in U.S. district court against any person for harm suffered as a result of a violation of, or a failure to comply with, the Coronavirus Aid, Relief, and Economic Security Act (CARES Act), the Families First Coronavirus Response Act, or the Coronavirus Response and Relief Supplemental Appropriations Act, 2021. </p> <p>Further, during the COVID-19 public health emergency period and 180 days thereafter, no predispute arbitration agreement or joint-action waiver (an agreement to waive the right to participate in a joint, class, or collective action) is valid or enforceable with respect to employment, consumer, antitrust, or civil rights disputes.</p>"
id117hr940,"<p><b>Clearing Lines along Electrical At-Risk Zones Act</b></p> <p>This bill revises requirements related to vegetation management practices and forest management activities. </p> <p>The bill redefines <i>hazard trees</i> as trees that come within 50 feet (rather than 10 feet, as under current law) of an electric power line. Hazard trees are subject to certain management activities under current law.</p> <p>A vegetation management, facility inspection, and operation and maintenance plan shall describe processes for consultation with private landowners with respect to hazard trees identified for removal.</p> <p>Such plans must be approved according to specified deadlines.</p> <p>The bill generally excludes specified forest management activities from certain environmental assessment and environmental impact statement requirements. Specifically, the bill excludes from these requirements (1) the development and approval of a vegetation management, facility inspection, and operation and maintenance plan; and (2) the implementation of routine activities conducted under such a plan. The use of this exclusion shall not be subject to extraordinary circumstances procedures.</p>"
id117hr563,"<p><strong>Protecting Life and Integrity in Research Act of </strong><b>2021</b></p> <p>This bill prohibits the Department of Health and Human Services from conducting or supporting any research that involves the use of human fetal tissue from an induced abortion.</p> <p>The bill also prohibits soliciting or acquiring a donation of human fetal tissue from an induced abortion, other than for purposes of an autopsy or burial.</p> <p>The bill applies requirements on the research of transplantation of fetal tissue for therapeutic purposes to research on fetal tissue in general.</p>"
id117hr1867,Provides for the relief of Jaime Rubio Sulficio.
id117hr639,"<p><b>Voter Registration Reporting Act of 2021</b></p> <p>This bill requires each state with a voter registration requirement to annually report to the Election Assistance Commission and Congress on voter registration statistics, including the number of individuals who were automatically registered to vote in federal elections. Additionally, the report must include a breakdown of each category of information by race, ethnicity, age, and gender.</p>"
id117hr800,"<p><b>Preference for Local Veteran Contractors Act</b></p> <p>This bill requires the Department of Veterans Affairs (VA) to give preference to local contractors for purposes of awarding contracts for the construction or maintenance of a VA facility or for services provided to a particular VA facility or campus. Local contractors are those who submit a bid or proposal and have principal offices or locations within a 60-mile radius of the VA facility covered by the contract. Per the bill, the VA must publish a public notice explaining why a local contractor was not awarded a contract if another contractor is selected.</p> <p>The bill also updates the order of priority for awarding contracts to small business concerns to include priority for local contractors.</p>"
id117hr516,"<p><b>Environmental Justice Mapping and Data Collection Act of 2021</b></p> <p>This bill establishes an interagency Environmental Justice Mapping Committee that must create a tool to identify environmental justice communities. Environmental justice communities are communities with significant representation of communities of color, low-income communities, or tribal and indigenous communities that experience, or are at risk of experiencing, higher or more adverse human health or environmental effects, as compared to other communities.</p> <p>The Environmental Protection Agency (EPA) must establish an environmental justice data repository to maintain the data collected by the committee. The EPA must make the repository available to regional, state, local, and tribal governments.</p>"
id117hr159,"<p><b>Community Parks Revitalization Act</b></p> <p class=""MsoNormal"" style=""line-height: normal;"">This bill provides assistance for local park and recreation facilities, programs, and infrastructure.</p> <p class=""MsoNormal"" style=""line-height: normal;"">Specifically, the bill requires the Department of Housing and Urban Development (HUD) to carry out a community revitalization program to award grants to local governments for various park and recreation purposes. The grants must be used for (1) rehabilitation and construction of recreational areas and facilities, (2) recreation programming and innovation in delivering such programming, and (3) development of local parks and recreation recovery action programs. To be eligible to receive a rehabilitation and construction grant or a recreation programming grant, a local government must submit a local park and recreation recovery action program. </p> <p class=""MsoNormal"" style=""line-height: normal;"">Additionally, HUD may make secured loans for parks and infrastructure projects to entities such as governmental entities, special purpose districts, and corporations. Among other purposes, these loans may be used to develop parks and recreational facilities and to plan, design, and construct trails for pedestrians and bicyclists.</p>"
id117hr916,"<p><strong>Rebalance for an Effective Defense Uniformed and Civilian Employees Act or the REDUCE Act</strong></p> <p>This bill limits full-time positions in the Department of Defense (DOD), in each of FY2026-FY2030, to not more than 85% of the number of such positions at the end of FY2021. Not more than 1,000 of the positions may be career appointees within the Senior Executive Service. </p> <p>DOD may offer voluntary separation incentive payments and voluntary early retirement payments to achieve the reductions but must use involuntary measures, beginning at the start of FY2021, to achieve required reductions in personnel levels if voluntary measures are inadequate.</p>"
id117hr905,"<p><b>Coronavirus Front-Line Responders Commemorative Coin Act</b></p> <p>This bill directs the Department of the Treasury to mint and issue up to 50,000 $5 gold coins, 400,000 $1 silver coins, and 300,000 half dollar clad coins in honor and commemoration of the work of the frontline responders to the coronavirus (i.e., the virus that causes COVID-19) pandemic.</p> <p>All surcharges received from the sale of coins issued under this bill shall be promptly paid to the CDC (Centers for Disease Control and Prevention) Foundation to support the health care response to infectious diseases and pandemics. </p>"
id117hr631,<p><b>Restoration of the U.S.-Russia Polar Bear Conservation Fund Act</b> </p> <p>This bill allows the importation of polar bear parts taken legally in sport hunts in Canada.</p>
id117hr641,"<p><strong></strong><b>Polling Change Awareness Act</b></p> <p>This bill establishes minimum requirements for notifying individuals of a change in their polling place for a federal election.</p> <p>Specifically, the bill requires a state that changes an individual's polling place to notify the individual at least seven days before the federal election or the first day of an early voting period, whichever occurs first. However, if the change is made fewer than seven days before the federal election and the individual appears at the previously assigned polling place, the state must make every reasonable effort to enable the individual to vote. Further, the bill specifies the methods of notification. </p> <p>In addition, states must place signs at locations that no longer serve as a polling place.<br> </p>"
id117hr640,"<p><b>Expanding Access to Early Voting Act of 2021</b></p> <p>This bill expands early in-person voting.</p> <p>Specifically, the bill requires each state to allow individuals to vote in federal elections during an early voting period of at least 15 days.</p> <p>Further, states must ensure that polling places are accessible by public transportation and located in rural areas.</p> <p>The Election Assistance Commission must issue certain standards for early voting, including the nondiscriminatory geographic placement of polling places.</p> <p>Finally, states must begin processing and scanning ballots cast during the early voting period at least 14 days prior to election day. However, states cannot tabulate ballots before the polls close on election day. </p>"
id117hr1014,"<p><b>Veterans National Traumatic Brain Injury Treatment Act</b></p> <p>This bill requires the Department of Veterans Affairs to implement a five-year pilot program to furnish, under the Veterans Community Care Program, hyperbaric oxygen therapy to veterans with traumatic brain injuries or post-traumatic stress disorder.</p>"
id117hr835,"<p><b>American Opportunity Accounts Act</b></p> <p>This bill establishes tax-exempt American Opportunity Accounts to provide children at birth with a $1,000 savings account with annual contributions up to $2,000 depending on family income. The accounts are available to children at age 18 for specified purposes, including educational expenses, home ownership, and investment that provides long-term returns.</p>"
id117hr237,"<p><strong></strong><b>Vote at Home Act of 2021</b></p> <p>This bill expands voting by mail in federal elections and provides for automatic voter registration through state motor vehicle authorities. </p> <p>Specifically, the bill prohibits states from imposing additional conditions or requirements on the eligibility of individuals to cast ballots by mail in federal elections, except states may impose a deadline for requesting and returning a ballot.</p> <p>Further, states must mail ballots to individuals registered to vote in a federal election not later than two weeks before the election.</p> <p>In addition, the U.S. Postal Service must carry ballots for federal elections expeditiously and free of postage.</p> <p>Finally, the bill provides for automatic voter registration of individuals through state motor vehicle authorities.</p>"
